H2Oice	G0230
scanned warm and tilted by ~5 deg	
Wavelength (nm)	%T
1638	0.0097037
1637	0.0053747
1636	0.0058266
1635	0.0050249
1634	0.0069384
1633	0.0075322
1632	0.011433
1631	0.0035019
1630	0.0032341
1629	0.0068154
1628	0.0072572
1627	0.0071416
1626	0.0053059
1625	-0.0015749
1624	0.0077293
1623	0.0051428
1622	0.0071132
1621	0.0065317
1620	0.0076718
1619	0.010161
1618	0.0073472
1617	0.0012698
1616	0.0069684
1615	0.0081313
1614	0.0049408
1613	0.0094407
1612	0.0085498
1611	0.0018775
1610	0.010109
1609	0.0085541
1608	0.0056179
1607	0.0033804
1606	0.0043791
1605	0.0046341
1604	0.0025532
1603	0.0017362
1602	0.0097716
1601	0.0083362
1600	0.010708
1599	0.0057735
1598	-0.00039124
1597	0.0013886
1596	0.0097277
1595	0.0063664
1594	0.010133
1593	0.0041874
1592	0.0065424
1591	0.0075774
1590	0.0098328
1589	0.0038813
1588	0.010887
1587	0.0035697
1586	0.0026487
1585	0.0092771
1584	0.0061332
1583	0.0061522
1582	0.003178
1581	0.0030859
1580	0.0091156
1579	-0.0018999
1578	0.0086014
1577	0.0061585
1576	0.0067506
1575	0.0076012
1574	0.0053324
1573	0.0049142
1572	0.0093505
1571	0.002683
1570	0.006233
1569	0.0065247
1568	0.0085304
1567	0.0050706
1566	0.0088185
1565	0.0030751
1564	0.0025452
1563	0.0098171
1562	0.0087727
1561	0.0074163
1560	0.0053993
1559	0.010974
1558	0.0064944
1557	0.0082203
1556	0.0084727
1555	0.0074532
1554	0.0055215
1553	0.0036309
1552	0.0060776
1551	0.0035875
1550	0.0044016
1549	0.0037568
1548	0.00068472
1547	0.0070782
1546	0.0061123
1545	0.0078127
1544	0.0040404
1543	0.0052487
1542	0.010855
1541	0.0042586
1540	0.0064005
1539	0.0055427
1538	0.0062779
1537	0.0030729
1536	0.0066538
1535	0.0080971
1534	0.0070143
1533	0.0048473
1532	0.0068598
1531	0.010549
1530	0.0022297
1529	0.0082788
1528	0.0045944
1527	0.0019804
1526	0.0052913
1525	0.0068619
1524	0.004968
1523	0.006512
1522	0.0054898
1521	0.0074393
1520	0.0045183
1519	0.0106
1518	0.0053342
1517	0.0062431
1516	0.0073367
1515	0.005824
1514	0.0095687
1513	0.0053608
1512	0.0081201
1511	0.0057431
1510	0.0066205
1509	0.0049676
1508	0.0073507
1507	0.0037472
1506	0.00014863
1505	0.0072849
1504	0.010933
1503	0.0043016
1502	0.0081098
1501	0.0077217
1500	0.0063744
1499	0.0038441
1498	0.0033964
1497	0.0040398
1496	0.0047187
1495	0.010918
1494	0.0025537
1493	0.0069162
1492	0.0057121
1491	0.0061918
1490	0.0021374
1489	0.0057051
1488	0.0057291
1487	0.0058617
1486	0.0078385
1485	0.002962
1484	0.0064621
1483	0.0029967
1482	0.0020903
1481	0.0056154
1480	0.0018967
1479	0.0045694
1478	0.0070158
1477	0.0033071
1476	0.0018975
1475	0.0019126
1474	0.0060542
1473	0.0069945
1472	0.0015078
1471	0.0063281
1470	0.0047523
1469	0.0097708
1468	0.0025187
1467	0.0077133
1466	0.011333
1465	0.0019791
1464	0.006512
1463	0.0054568
1462	0.0071693
1461	0.010045
1460	0.0032882
1459	0.0044734
1458	0.0096966
1457	0.0080876
1456	0.0096532
1455	0.008371
1454	0.0088759
1453	0.0054109
1452	0.0076352
1451	0.0089921
1450	0.0096138
1449	0.0077083
1448	0.0061145
1447	0.0044631
1446	0.0053507
1445	0.0037807
1444	0.0079926
1443	0.0058549
1442	0.0021008
1441	0.01284
1440	0.0087113
1439	0.0012556
1438	0.0045733
1437	0.0059609
1436	0.0037019
1435	0.010454
1434	0.004221
1433	0.0032807
1432	0.011633
1431	0.0065299
1430	0.002129
1429	0.0069943
1428	0.0049295
1427	0.0077998
1426	0.010039
1425	0.002797
1424	0.0047626
1423	0.0064387
1422	0.0020261
1421	0.011966
1420	0.0052447
1419	0.0083676
1418	0.0014553
1417	0.0048569
1416	0.0056781
1415	0.01166
1414	0.007383
1413	0.0040122
1412	0.0039836
1411	0.0076799
1410	0.0049431
1409	0.0082089
1408	0.0032491
1407	0.0046109
1406	0.00092931
1405	0.010028
1404	0.0027983
1403	0.0097553
1402	0.0093193
1401	0.01161
1400	0.0086607
1399	0.0030634
1398	0.005931
1397	0.011508
1396	0.0030919
1395	0.0098172
1394	0.0041941
1393	0.0076065
1392	0.0074338
1391	0.008964
1390	0.0086804
1389	0.012804
1388	0.004117
1387	0.0072366
1386	0.0099681
1385	0.0041463
1384	0.0083764
1383	0.0074081
1382	0.0074651
1381	0.010103
1380	0.0039661
1379	0.011525
1378	0.007165
1377	0.01028
1376	0.0056151
1375	0.0043044
1374	0.0091256
1373	0.0087585
1372	0.010681
1371	0.0040934
1370	0.0030232
1369	0.0073893
1368	0.0050753
1367	0.0085018
1366	0.0074947
1365	0.0040912
1364	0.0065889
1363	0.0036126
1362	0.009867
1361	0.0055175
1360	0.0030208
1359	0.006099
1358	-0.00021821
1357	0.010401
1356	0.0052493
1355	0.0040922
1354	0.007001
1353	0.0070759
1352	0.009206
1351	0.0015492
1350	0.0058416
1349	0.003632
1348	0.012134
1347	0.0096265
1346	0.0061072
1345	0.0042559
1344	0.0099667
1343	0.0035953
1342	0.0065781
1341	0.0071095
1340	0.011567
1339	0.0038087
1338	0.0055337
1337	0.0094445
1336	0.006557
1335	0.0064741
1334	0.0074288
1333	0.0080783
1332	0.0097433
1331	0.0029087
1330	0.0064426
1329	0.0080829
1328	0.0058141
1327	0.0018449
1326	0.0081949
1325	0.0054047
1324	0.0082809
1323	0.010129
1322	0.010556
1321	0.005632
1320	0.0040205
1319	0.0084153
1318	0.0046065
1317	0.0026967
1316	0.0061203
1315	0.0065261
1314	0.0076837
1313	0.01088
1312	0.0060615
1311	0.011835
1310	0.0055044
1309	0.0056074
1308	0.009428
1307	0.0062042
1306	0.0025507
1305	0.0057983
1304	0.0060298
1303	0.0057514
1302	0.0025066
1301	0.0049042
1300	0.0035323
1299	0.0027683
1298	0.0081116
1297	0.0065061
1296	0.0048975
1295	0.011795
1294	0.010217
1293	0.00059726
1292	0.0057135
1291	0.011043
1290	0.0067822
1289	0.0051912
1288	0.0023978
1287	0.00035458
1286	0.0044512
1285	0.0060546
1284	0.0039345
1283	0.0093202
1282	0.004961
1281	0.0051934
1280	0.0054008
1279	0.005691
1278	0.0073256
1277	0.0063833
1276	0.011938
1275	0.006613
1274	0.0079144
1273	0.008173
1272	0.007385
1271	0.0038016
1270	0.0084036
1269	0.0081402
1268	0.0060982
1267	0.0078726
1266	0.0097039
1265	0.0078553
1264	0.0068624
1263	0.0078657
1262	0.0043735
1261	0.0076765
1260	0.0034691
1259	0.0026711
1258	0.011684
1257	0.0030532
1256	0.0062972
1255	0.010823
1254	0.010783
1253	0.0040052
1252	0.005144
1251	0.0055966
1250	0.0095582
1249	0.009526
1248	-0.0025911
1247	0.0073409
1246	0.0044513
1245	0.0082562
1244	0.0052224
1243	0.0063078
1242	0.0061122
1241	0.009085
1240	0.0087141
1239	0.0075708
1238	0.0045134
1237	0.0063154
1236	0.003869
1235	0.0063387
1234	0.0066083
1233	0.0092776
1232	0.0074459
1231	0.0043887
1230	0.0032595
1229	0.0089364
1228	0.0045547
1227	0.0076462
1226	0.00041185
1225	0.0059398
1224	0.0048714
1223	0.0072147
1222	0.0060761
1221	0.00043458
1220	0.0047448
1219	0.0060098
1218	0.0059486
1217	0.0075386
1216	0.0054552
1215	0.0092863
1214	0.0053424
1213	0.0019034
1212	0.0067333
1211	0.0019916
1210	0.0065567
1209	0.001103
1208	0.0093656
1207	0.0038828
1206	0.0060166
1205	0.0062611
1204	0.0019388
1203	0.0044465
1202	0.007873
1201	0.0097726
1200	0.0057724
1199	0.0057958
1198	0.0048945
1197	0.0034878
1196	0.0098265
1195	0.0061821
1194	0.0053278
1193	0.007447
1192	0.0089084
1191	0.0019242
1190	0.001765
1189	0.0070066
1188	0.0049379
1187	0.0037644
1186	0.0076499
1185	0.0078033
1184	0.011408
1183	0.0080397
1182	-0.0018359
1181	0.013758
1180	0.003
1179	0.011697
1178	0.0066555
1177	0.0079687
1176	0.0050147
1175	0.010001
1174	0.0036881
1173	0.0014587
1172	0.0026277
1171	0.0057889
1170	0.0066262
1169	0.0068705
1168	0.0077005
1167	0.0038373
1166	0.0080866
1165	0.0050466
1164	0.0097496
1163	-0.00085309
1162	0.0087573
1161	0.0090645
1160	0.0045625
1159	0.0081213
1158	0.010811
1157	0.0081706
1156	0.010766
1155	0.0065138
1154	0.0032797
1153	0.0026544
1152	0.002853
1151	0.0057284
1150	0.0065126
1149	0.0057198
1148	0.0081284
1147	0.0024055
1146	-0.0015404
1145	0.00729
1144	0.0037595
1143	0.01256
1142	0.0028869
1141	0.0037668
1140	0.0070412
1139	0.003736
1138	0.0077466
1137	0.0050129
1136	0.0038463
1135	0.0036752
1134	0.011776
1133	0.0037128
1132	0.0075132
1131	0.0036877
1130	0.0071651
1129	0.007656
1128	0.0074855
1127	0.0093963
1126	0.0046661
1125	0.0061908
1124	0.0098485
1123	0.0014074
1122	0.0065122
1121	0.0033879
1120	0.011082
1119	0.0084965
1118	0.0069212
1117	0.0054803
1116	0.0096657
1115	0.0054336
1114	0.0028364
1113	0.0040237
1112	0.005436
1111	0.0053462
1110	0.008515
1109	0.0042771
1108	0.0074259
1107	0.0024832
1106	0.0084631
1105	0.0088302
1104	0.0033927
1103	0.0097551
1102	0.0078513
1101	0.0052849
1100	0.0082377
1099	0.0028606
1098	0.0025275
1097	0.011096
1096	0.0065868
1095	-0.00078324
1094	0.011743
1093	0.0071368
1092	0.010018
1091	0.0061893
1090	0.010911
1089	0.0021527
1088	0.0045543
1087	0.0057199
1086	0.0085462
1085	0.007358
1084	0.0097889
1083	0.0089903
1082	0.0093741
1081	0.0048511
1080	0.0086013
1079	0.0029008
1078	0.0069831
1077	0.0075115
1076	0.008669
1075	0.004678
1074	0.0028902
1073	0.0079466
1072	0.0010101
1071	0.0069312
1070	0.0064655
1069	0.0032138
1068	0.0062236
1067	0.0052677
1066	0.00059134
1065	0.0064281
1064	0.0066508
1063	0.0061318
1062	0.014068
1061	0.0055863
1060	0.0018698
1059	0.0069708
1058	0.0052392
1057	0.00088506
1056	0.0033422
1055	0.0056102
1054	0.010129
1053	0.0069477
1052	0.0079946
1051	0.0089251
1050	0.0089087
1049	0.010071
1048	0.010585
1047	0.0060674
1046	0.0087471
1045	0.0036689
1044	0.004008
1043	0.0072802
1042	0.0020125
1041	0.0093893
1040	0.013322
1039	0.0032926
1038	0.0040666
1037	0.0028726
1036	0.0044218
1035	0.0050129
1034	0.0055405
1033	0.0050778
1032	0.010936
1031	0.0026124
1030	0.0070182
1029	0.010629
1028	0.0038795
1027	0.0079338
1026	0.0084636
1025	0.010858
1024	0.011033
1023	0.0069211
1022	0.0060957
1021	0.0061118
1020	0.0049944
1019	0.011258
1018	0.0045182
1017	0.0049857
1016	0.0085281
1015	0.0054721
1014	0.0026228
1013	0.0070114
1012	0.0067492
1011	0.0079623
1010	0.0066383
1009	0.012545
1008	0.004577
1007	0.0033376
1006	0.01046
1005	0.010163
1004	0.0020446
1003	0.0094941
1002	0.0074661
1001	0.0057371
1000	0.0062273
999	0.0048441
998	0.0025886
997	0.0069759
996	0.010996
995	0.0075433
994	0.0047459
993	0.0067881
992	0.0031405
991	0.0085495
990	0.0046412
989	0.0058365
988	0.011297
987	0.008144
986	0.0041974
985	0.0086242
984	0.0073536
983	0.0058784
982	0.0096942
981	0.002607
980	0.0026159
979	0.0034206
978	0.0053689
977	0.010991
976	0.0074319
975	0.0033547
974	0.010467
973	0.0077874
972	0.006273
971	0.006522
970	0.0098315
969	0.0074171
968	0.0073991
967	0.0041883
966	0.0066144
965	0.0093116
964	0.0051076
963	0.0047726
962	0.0065809
961	0.00082188
960	0.0066074
959	0.0061129
958	0.001581
957	0.0061331
956	0.0065829
955	-0.0042837
954	0.0062448
953	0.0022956
952	0.0066743
951	0.0037667
950	0.0075126
949	0.0042794
948	0.0057772
947	0.0041921
946	0.0050629
945	0.0087672
944	0.0028257
943	0.0080317
942	0.0068159
941	0.004492
940	0.0097749
939	0.0066809
938	0.010456
937	0.0036298
936	0.0043531
935	0.0070338
934	0.0045262
933	0.010682
932	0.003304
931	0.0030874
930	0.011515
929	0.0056475
928	0.005018
927	0.0055145
926	0.0059039
925	0.0067029
924	0.0043925
923	0.0067159
922	0.0022904
921	0.004964
920	0.0063668
919	0.0093681
918	0.0045194
917	-0.00037573
916	0.011309
915	0.0049169
914	0.0067512
913	0.012852
912	0.0025093
911	0.0091983
910	0.0085439
909	0.010962
908	0.0049267
907	0.0099549
906	0.010455
905	-0.00061943
904	0.0096287
903	0.0061406
902	0.0069622
901	0.011197
900	0.0061346
899	0.0053674
898	0.0096556
897	0.0061193
896	0.0078537
895	0.0067243
894	0.004662
893	0.0038723
892	0.0055061
891	0.0099164
890	0.0098675
889	0.0044654
888	0.013426
887	0.0092639
886	0.011241
885	0.0058343
884	0.01145
883	0.0099948
882	0.006684
881	0.0013091
880	0.0039491
879	0.0068327
878	0.0050315
877	0.0031657
876	0.009986
875	0.0096834
874	0.0087172
873	0.0058574
872	0.0048401
871	0.0090029
870	0.010334
869	0.0070993
868	0.0047317
867	0.0059231
866	0.0089172
865	0.0026479
864	0.0067598
863	0.0061934
862	0.0048229
861	0.0037883
860	0.0064518
859	0.0066477
858	0.0045585
857	0.00072811
856	0.002979
855	0.0060853
854	0.003832
853	0.0038476
852	0.0041903
851	0.0064488
850	0.011664
849	0.0041769
848	0.0091063
847	0.0038544
846	0.0067013
845	0.0031426
844	0.0070499
843	0.0076078
842	0.0046514
841	0.0066605
840	0.0046164
839	0.0085547
838	0.0052772
837	0.0056567
836	0.0089498
835	0.0048248
834	0.0074472
833	0.0083288
832	0.0050612
831	0.0029941
830	0.0040186
829	0.0050748
828	0.0065677
827	0.0093416
826	0.0028764
825	0.005714
824	0.0098702
823	0.0046079
822	0.0069642
821	0.0051
820	0.011531
819	0.011657
818	0.0078332
817	0.003865
816	0.0051197
815	0.010579
814	0.0086404
813	0.0091441
812	0.0035315
811	0.0070248
810	0.0070883
809	0.0068499
808	0.012943
807	0.0015014
806	0.0072803
805	0.006267
804	0.0046112
803	0.0063103
802	0.002631
801	0.005759
800	0.0095335
