       3013.2620  -0.00316117
       3014.0910  -0.00335874
       3014.9200  -0.00355631
       3015.7490  -0.00375389
       3016.5780  -0.00395146
       3017.4069  -0.00414903
       3018.2350  -0.00434661
       3019.0639  -0.00454418
       3019.8929  -0.00474175
       3020.7219  -0.00493933
       3021.5509  -0.00513690
       3022.3801  -0.00533447
       3023.2091  -0.00553204
       3024.0381  -0.00572962
       3024.8671  -0.00592719
       3025.6951  -0.00612476
       3026.5241  -0.00632234
       3026.5291     0.104911
       3027.3581     0.104714
       3028.1820  -0.00671748
       3029.0110  -0.00691506
       3029.8400  -0.00711263
       3030.6690  -0.00731020
       3031.4980  -0.00750777
       3032.3269  -0.00770535
       3033.1550  -0.00790292
       3033.9839  -0.00810049
       3034.8129  -0.00829807
       3035.6419  -0.00849564
       3036.4709  -0.00869321
       3036.4759     0.102540
       3037.3039     0.102343
       3038.1329     0.102145
       3038.9581  -0.00928593
       3039.7861  -0.00948351
       3040.6151  -0.00968108
       3041.4441  -0.00987865
       3042.2730   -0.0100762
       3043.1020   -0.0102738
       3043.9310   -0.0104714
       3043.9351     0.100762
       3044.7640     0.100565
       3045.5930     0.100367
       3046.4220     0.100170
       3047.2510    0.0999719
       3048.0800    0.0997744
       3048.9089    0.0995768
       3049.7379    0.0993792
       3050.5669    0.0991817
       3051.3949    0.0989841
       3052.2239    0.0987865
       3053.0491   -0.0126447
       3053.8781   -0.0128423
       3053.8819    0.0983914
       3054.7111    0.0981938
       3055.5401    0.0979962
       3056.3691    0.0977986
       3057.1980    0.0976011
       3058.0270    0.0974035
       3058.8551    0.0972059
       3059.6840    0.0970083
       3060.5130    0.0968108
       3061.3370   -0.0146204
       3062.1660   -0.0148180
       3062.9950   -0.0150155
       3063.8239   -0.0152131
       3064.6529   -0.0154107
       3065.4819   -0.0156083
       3065.4860    0.0956253
       3066.3149    0.0954278
       3067.1401   -0.0160034
       3067.9691   -0.0162010
       3068.7971   -0.0163986
       3069.6261   -0.0165961
       3070.4551   -0.0167937
       3071.2841   -0.0169913
       3071.2891    0.0942423
       3072.1180    0.0940448
       3072.9420   -0.0173864
       3073.7710   -0.0175840
       3074.6000   -0.0177816
       3075.4290   -0.0179791
       3076.2570   -0.0181767
       3076.2620    0.0930569
       3077.0910    0.0928593
       3077.9200    0.0926617
       3078.7489    0.0924642
       3079.5729   -0.0189670
       3080.4019   -0.0191646
       3081.2311   -0.0193622
       3082.0601   -0.0195597
       3082.8879   -0.0197573
       3083.7171   -0.0199549
       3084.5461   -0.0201524
       3085.3751   -0.0203500
       3085.3801    0.0908836
       3086.2091    0.0906860
       3087.0371    0.0904884
       3087.8661    0.0902909
       3088.6950    0.0900933
       3089.5240    0.0898957
       3090.3480   -0.0215355
       3091.1770   -0.0217330
       3092.0060   -0.0219306
       3092.8349   -0.0221282
       3093.6639   -0.0223258
       3094.4929   -0.0225233
       3095.3219   -0.0227209
       3096.1511   -0.0229185
       3096.9801   -0.0231160
       3097.8079   -0.0233136
       3098.6371   -0.0235112
       3099.4661   -0.0237088
       3100.2951   -0.0239063
       3101.1240   -0.0241039
       3101.9530   -0.0243015
       3102.7820   -0.0244990
       3103.6110   -0.0246966
       3104.4390   -0.0248942
       3105.2680   -0.0250918
       3105.2730    0.0861418
       3106.1020    0.0859443
       3106.9260   -0.0254869
       3106.9310    0.0857467
       3107.7600    0.0855491
       3108.5880    0.0853515
       3109.4129   -0.0260796
       3110.2419   -0.0262772
       3111.0711   -0.0264748
       3111.0749    0.0847588
       3111.9039    0.0845613
       3112.7329    0.0843637
       3113.5621    0.0841661
       3114.3911    0.0839685
       3115.2151   -0.0274627
       3116.0440   -0.0276602
       3116.8730   -0.0278578
       3117.7020   -0.0280554
       3118.5310   -0.0282529
       3119.3590   -0.0284505
       3120.1880   -0.0286481
       3121.0170   -0.0288457
       3121.8460   -0.0290432
       3122.6749   -0.0292408
       3123.5039   -0.0294384
       3124.3329   -0.0296360
